id_cliente,endereco_cliente,regiao,latitude,longitude,tipo_servico_demandado,frequencia_demanda,valor_estimado_servico,veiculo,ano_veiculo
4480,"Av. Rebouças, 503 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.585651375824412,-46.68243133307394,Alinhamento,Semestral,925.59,Volvo XC40,2022
4481,"Rua Teodoro Sampaio, 1762 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.582958003057463,-46.68123557436376,Balanceamento,Semestral,927.42,Nissan Kicks,2025
4482,"Rua da Consolação, 787 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.582878247316863,-46.69571711407919,Pintura,Mensal,956.54,Land Rover Evoque,2019
4483,"Rua Vergueiro, 1385 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.578294898627046,-46.66258296237041,Alinhamento,Trimestral,822.49,Land Rover Evoque,2025
4484,"Av. Santo Amaro, 1099 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60029278762899,-46.68048568180879,Troca de Óleo,Semestral,744.16,Land Rover Evoque,2019
4485,"Av. Ibirapuera, 1935 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592928923713885,-46.66391643583866,Troca de Óleo,Anual,779.59,Jeep Renegade,2022
4486,"Av. Ibirapuera, 1247 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60876566744497,-46.681537323090296,Motor,Semestral,933.96,BMW 320i,2021
4487,"Av. Sumaré, 1701 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.590047239438583,-46.663476986895034,Freios,Mensal,597.06,Toyota Corolla,2021
4488,"Av. Rebouças, 1007 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.601626690307977,-46.66756204092459,Freios,Trimestral,918.9,Volvo XC40,2024
4489,"Av. Ibirapuera, 1903 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.5927185577295,-46.67641168324325,Alinhamento,Semestral,961.56,Renault Kwid,2020
4490,"Rua Vergueiro, 205 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.601841142056475,-46.666318511592365,Elétrica,Semestral,612.27,Volvo XC40,2018
4491,"Av. Paulista, 469 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.609198779506034,-46.67357145656725,Funilaria,Trimestral,587.52,Land Rover Evoque,2024
4492,"Rua Augusta, 1973 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.609077467851964,-46.65880080488141,Elétrica,Trimestral,734.04,Land Rover Evoque,2023
4493,"Rua Teodoro Sampaio, 141 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59737587187193,-46.69072588021242,Balanceamento,Mensal,788.03,Audi A3,2022
4494,"Av. Ibirapuera, 990 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59084639545347,-46.66208099124602,Ar Condicionado,Mensal,766.68,Volvo XC40,2022
4495,"Av. Santo Amaro, 1139 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.594797166627714,-46.690063031779026,Freios,Trimestral,612.93,Volvo XC40,2025
4496,"Rua da Consolação, 286 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59750524646317,-46.67315115846562,Elétrica,Trimestral,575.8,Audi A3,2018
4497,"Av. Paulista, 812 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.601966795190478,-46.659789551784655,Freios,Trimestral,892.25,Nissan Kicks,2023
4498,"Av. Rebouças, 1576 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59803053703346,-46.663078299299286,Balanceamento,Anual,893.42,BMW 320i,2019
4499,"Rua Augusta, 1515 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.610164336203088,-46.65512603687768,Freios,Anual,663.8,Volvo XC40,2020
4500,"Rua Vergueiro, 863 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60099958066924,-46.67995844681547,Pintura,Trimestral,568.01,Volvo XC40,2025
4501,"Rua Vergueiro, 1048 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.585742795443668,-46.68072968385629,Ar Condicionado,Semestral,916.82,Land Rover Evoque,2018
4502,"Av. Sumaré, 1055 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58727277916216,-46.69426235092555,Ar Condicionado,Trimestral,598.51,Volkswagen Golf,2023
4503,"Av. Santo Amaro, 650 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.603415973734858,-46.68527203864473,Motor,Mensal,779.96,Volvo XC40,2020
4504,"Rua Vergueiro, 1134 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.576743947182706,-46.668505023185745,Pintura,Semestral,803.8,Toyota Corolla,2018
4505,"Rua Pamplona, 888 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.583206647256954,-46.68191979181057,Balanceamento,Anual,740.08,Fiat Argo,2019
4506,"Av. Santo Amaro, 384 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.588428973718887,-46.66986358833242,Troca de Óleo,Semestral,701.44,Land Rover Evoque,2024
4507,"Av. Paulista, 1741 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59829569582187,-46.68852673886197,Motor,Semestral,872.05,Chevrolet Onix,2020
4508,"Av. Ibirapuera, 804 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.600060555074457,-46.676536551923526,Funilaria,Anual,877.77,Toyota Corolla,2019
4509,"Av. Santo Amaro, 1997 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60216115538923,-46.67479285810177,Pintura,Anual,771.29,Renault Kwid,2025
4510,"Rua Augusta, 1100 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.598579879785824,-46.68175660096595,Alinhamento,Semestral,586.51,Hyundai HB20,2019
4511,"Rua Augusta, 107 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.575874528329813,-46.66696443445719,Pintura,Anual,828.93,Nissan Kicks,2020
4512,"Av. Ibirapuera, 1838 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.582863058911023,-46.660707938627326,Alinhamento,Anual,731.98,BMW 320i,2020
4513,"Rua Teodoro Sampaio, 1485 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.585592955496846,-46.67107447641683,Ar Condicionado,Mensal,836.38,Honda Civic,2021
4514,"Rua Vergueiro, 402 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592573639722456,-46.66484226842993,Alinhamento,Semestral,891.82,Land Rover Evoque,2018
4515,"Av. Sumaré, 266 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.591096171348326,-46.67147616932097,Troca de Óleo,Trimestral,526.0,Ford Focus,2024
4516,"Av. Rebouças, 420 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.591986611899156,-46.67312279827989,Elétrica,Anual,510.81,Audi A3,2019
4517,"Rua Oscar Freire, 582 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58876199650417,-46.66844711665152,Suspensão,Trimestral,922.29,Mercedes-Benz C180,2022
4518,"Av. Paulista, 1457 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.595840998310308,-46.64989804047513,Ar Condicionado,Anual,936.77,Land Rover Evoque,2021
4519,"Av. Rebouças, 1180 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.602963580564474,-46.67978196922119,Freios,Trimestral,833.57,Honda Civic,2018
4520,"Av. Brigadeiro Faria Lima, 981 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.5988072095396,-46.66764961408028,Balanceamento,Trimestral,634.44,Chevrolet Onix,2023
4521,"Av. Ibirapuera, 939 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.595268180515312,-46.680647256774506,Motor,Mensal,587.55,Volvo XC40,2024
4522,"Av. Paulista, 1800 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.607947786567344,-46.67695087119582,Balanceamento,Semestral,709.61,Mercedes-Benz C180,2020
4523,"Rua Oscar Freire, 763 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.599071558157807,-46.666435248867955,Pintura,Mensal,899.04,Land Rover Evoque,2022
4524,"Rua Vergueiro, 528 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58326797854689,-46.70100287736096,Ar Condicionado,Trimestral,511.6,Audi A3,2021
4525,"Rua Vergueiro, 127 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.605481674985953,-46.67944233913078,Alinhamento,Semestral,917.8,Mercedes-Benz C180,2024
4526,"Av. Paulista, 385 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.587204417870005,-46.68994025395837,Alinhamento,Semestral,533.64,Fiat Argo,2021
4527,"Av. Sumaré, 1953 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.597363377229126,-46.66851042935451,Ar Condicionado,Trimestral,649.44,Fiat Argo,2018
4528,"Av. Ibirapuera, 887 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596295378165056,-46.6707641136648,Troca de Óleo,Anual,919.9,BMW 320i,2023
4529,"Av. Sumaré, 667 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58831836143104,-46.68193427022455,Troca de Óleo,Trimestral,654.51,Mercedes-Benz C180,2018
4530,"Rua da Consolação, 1292 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.56923683230558,-46.682114920964985,Elétrica,Semestral,765.68,Mercedes-Benz C180,2024
4531,"Av. Sumaré, 1918 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.588304815016247,-46.678464533898826,Suspensão,Trimestral,947.82,Land Rover Evoque,2023
4532,"Av. Sumaré, 732 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.599074476543542,-46.6849865386928,Freios,Mensal,612.47,Land Rover Evoque,2023
4533,"Rua Oscar Freire, 959 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.586958913421093,-46.68581424437159,Balanceamento,Trimestral,647.48,Land Rover Evoque,2021
4534,"Rua Teodoro Sampaio, 1959 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58829443471089,-46.675324106534994,Freios,Trimestral,616.34,Volvo XC40,2021
4535,"Rua da Consolação, 993 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60418909633623,-46.66248994513412,Ar Condicionado,Mensal,565.13,Volvo XC40,2021
4536,"Rua da Consolação, 1638 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.604137390892006,-46.669175874821214,Pintura,Semestral,759.18,Chevrolet Onix,2022
4537,"Av. Rebouças, 1053 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59891315381188,-46.665565744853474,Motor,Mensal,939.8,Audi A3,2021
4538,"Av. Sumaré, 676 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.580969901315267,-46.66977202008056,Motor,Anual,978.12,Jeep Renegade,2023
4539,"Rua Augusta, 984 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60742013912597,-46.675552764982235,Pintura,Anual,609.85,BMW 320i,2020
4540,"Rua Teodoro Sampaio, 1709 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.604714551919866,-46.68118039991504,Motor,Mensal,830.26,Mercedes-Benz C180,2018
4541,"Av. Ibirapuera, 1039 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58904745298528,-46.691959137963785,Funilaria,Trimestral,778.25,Ford Focus,2020
4542,"Av. Paulista, 608 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60081050354141,-46.65799379777422,Motor,Anual,893.32,BMW 320i,2020
4543,"Rua Vergueiro, 777 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.603946221840342,-46.66911814524064,Suspensão,Anual,887.46,Land Rover Evoque,2023
4544,"Av. Rebouças, 1486 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.586826787665785,-46.68638403334882,Motor,Semestral,744.65,Nissan Kicks,2019
4545,"Av. Rebouças, 1460 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.5963011732471,-46.66308895792996,Freios,Semestral,826.41,Volvo XC40,2024
4546,"Rua Augusta, 1762 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592635540557495,-46.691046087720444,Pintura,Anual,798.92,Land Rover Evoque,2021
4547,"Rua Oscar Freire, 1130 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58312211509312,-46.665469131378586,Alinhamento,Semestral,730.04,Mercedes-Benz C180,2020
4548,"Av. Rebouças, 1929 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.583053301417248,-46.66463326164651,Elétrica,Semestral,542.85,Chevrolet Onix,2021
4549,"Av. Rebouças, 1334 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.588258498752225,-46.677823410837156,Motor,Anual,696.53,Nissan Kicks,2021
4550,"Rua Teodoro Sampaio, 646 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592196980986294,-46.67834732211872,Suspensão,Mensal,638.84,Land Rover Evoque,2021
4551,"Rua da Consolação, 622 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596611313268223,-46.67394521581098,Balanceamento,Mensal,719.23,BMW 320i,2020
4552,"Rua Pamplona, 1634 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.602712235525896,-46.68098301391398,Alinhamento,Semestral,685.91,Fiat Argo,2023
4553,"Av. Paulista, 1795 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.591923947426057,-46.68559524828269,Funilaria,Trimestral,705.77,Jeep Renegade,2018
4554,"Av. Sumaré, 1940 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.580253565582456,-46.67932276692615,Alinhamento,Anual,638.46,Audi A3,2022
4555,"Av. Rebouças, 1057 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60043257415787,-46.67132739032214,Balanceamento,Trimestral,904.94,Toyota Corolla,2022
4556,"Av. Ibirapuera, 983 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59893450135605,-46.6613753746028,Ar Condicionado,Trimestral,758.6,Volvo XC40,2024
4557,"Rua Pamplona, 408 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59389002439653,-46.68376196381347,Freios,Mensal,721.0,Honda Civic,2022
4558,"Rua Vergueiro, 1905 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592767441119385,-46.67359764676058,Alinhamento,Mensal,610.07,Volvo XC40,2018
4559,"Av. Sumaré, 1534 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.608479224640497,-46.66839303429227,Ar Condicionado,Semestral,583.82,Land Rover Evoque,2022
4560,"Av. Rebouças, 1767 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.604148309252054,-46.6618734638944,Pintura,Anual,575.78,Nissan Kicks,2020
4561,"Rua Oscar Freire, 409 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.593482840213134,-46.67215038188955,Troca de Óleo,Anual,669.64,Toyota Corolla,2023
4562,"Av. Paulista, 1477 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.601351585867878,-46.653407820140764,Pintura,Mensal,900.86,Honda Civic,2019
4563,"Av. Ibirapuera, 1888 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.603777250031577,-46.68172740889422,Elétrica,Mensal,911.12,BMW 320i,2021
4564,"Rua da Consolação, 1179 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.595967775263883,-46.669871392579175,Pintura,Anual,666.16,Toyota Corolla,2018
4565,"Rua Augusta, 248 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.604438015250636,-46.68030212357013,Balanceamento,Mensal,802.94,Volvo XC40,2020
4566,"Rua Vergueiro, 1509 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.6139046005119,-46.671278383488826,Suspensão,Semestral,791.08,Renault Kwid,2023
4567,"Rua Teodoro Sampaio, 440 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.583206340323507,-46.66392370135718,Balanceamento,Anual,936.49,Land Rover Evoque,2024
4568,"Rua Teodoro Sampaio, 683 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.591364904503756,-46.6696294160836,Troca de Óleo,Trimestral,997.6,BMW 320i,2024
4569,"Av. Rebouças, 686 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.600360387799736,-46.66477595367263,Ar Condicionado,Semestral,908.95,Land Rover Evoque,2025
4570,"Av. Brigadeiro Faria Lima, 1044 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58351043482857,-46.65915879236009,Freios,Trimestral,811.85,Volkswagen Golf,2021
4571,"Av. Rebouças, 571 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.589306925470872,-46.68831416935643,Pintura,Semestral,535.52,Ford Focus,2022
4572,"Rua Augusta, 1019 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.587091311470193,-46.67763844255843,Alinhamento,Anual,887.56,Jeep Renegade,2022
4573,"Rua Augusta, 581 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58884132160967,-46.659418731801786,Elétrica,Semestral,715.08,Land Rover Evoque,2023
4574,"Av. Paulista, 1067 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60791822585775,-46.67631020735723,Alinhamento,Anual,619.83,Volvo XC40,2020
4575,"Rua Oscar Freire, 1533 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.586269604158577,-46.68132313692291,Freios,Trimestral,643.64,Jeep Renegade,2024
4576,"Av. Brigadeiro Faria Lima, 1915 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.5970173955068,-46.66632996864766,Balanceamento,Semestral,884.02,BMW 320i,2021
4577,"Av. Ibirapuera, 468 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58817400923197,-46.665851170570846,Ar Condicionado,Anual,671.07,BMW 320i,2024
4578,"Av. Santo Amaro, 904 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.575749460534965,-46.66994044276749,Freios,Mensal,534.57,Nissan Kicks,2018
4579,"Av. Paulista, 941 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59538367657077,-46.690628550555815,Troca de Óleo,Semestral,578.0,Land Rover Evoque,2021
4580,"Rua Teodoro Sampaio, 1703 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.585925019108338,-46.66401392855827,Elétrica,Mensal,565.97,Toyota Corolla,2018
4581,"Av. Ibirapuera, 737 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.586111627295313,-46.6830542951566,Funilaria,Trimestral,587.12,Fiat Argo,2019
4582,"Av. Rebouças, 1492 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.598024738946364,-46.683860380065134,Elétrica,Trimestral,866.34,Volvo XC40,2020
4583,"Av. Santo Amaro, 232 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59463556349574,-46.6747950772054,Motor,Semestral,666.06,BMW 320i,2024
4584,"Av. Paulista, 1141 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59468686356441,-46.66160546573504,Balanceamento,Trimestral,554.61,Fiat Argo,2024
4585,"Rua Augusta, 1756 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.589189777947468,-46.677205434062905,Elétrica,Trimestral,909.02,Volvo XC40,2023
4586,"Av. Ibirapuera, 326 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.588603385355764,-46.68170057121768,Pintura,Trimestral,929.07,Hyundai HB20,2023
4587,"Av. Santo Amaro, 194 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.57582671290706,-46.65441006820751,Elétrica,Trimestral,674.32,Nissan Kicks,2018
4588,"Av. Rebouças, 1653 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.582659598761925,-46.684688265630186,Pintura,Trimestral,607.63,Renault Kwid,2025
4589,"Rua Oscar Freire, 1345 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.575635575785242,-46.66943928996144,Alinhamento,Trimestral,623.05,BMW 320i,2025
4590,"Av. Ibirapuera, 1588 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.586100680119273,-46.677762553363806,Suspensão,Semestral,508.41,Land Rover Evoque,2025
4591,"Av. Ibirapuera, 1478 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596843057869002,-46.681448977949074,Funilaria,Semestral,630.65,BMW 320i,2025
4592,"Rua Augusta, 391 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.61696380497766,-46.66562735000081,Alinhamento,Semestral,754.91,Volvo XC40,2020
4593,"Rua Teodoro Sampaio, 807 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.61394929587709,-46.67187356248886,Freios,Anual,912.47,Mercedes-Benz C180,2019
4594,"Rua da Consolação, 517 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.598488064787404,-46.655554417197756,Troca de Óleo,Semestral,983.28,Volvo XC40,2020
4595,"Av. Rebouças, 1706 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.593362587792097,-46.679462779904526,Alinhamento,Anual,951.45,Fiat Argo,2019
4596,"Av. Ibirapuera, 237 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60440818003222,-46.67010293891873,Balanceamento,Anual,553.36,Honda Civic,2025
4597,"Av. Sumaré, 1543 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.608764037903526,-46.669269543386434,Motor,Anual,907.0,BMW 320i,2020
4598,"Rua Vergueiro, 555 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.57920630759319,-46.67769107001322,Pintura,Trimestral,776.14,Mercedes-Benz C180,2020
4599,"Av. Sumaré, 621 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596879966707267,-46.68557923848508,Troca de Óleo,Semestral,665.03,BMW 320i,2018
4600,"Av. Rebouças, 1039 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.599665360980346,-46.66872397962515,Ar Condicionado,Mensal,994.73,Mercedes-Benz C180,2024
4601,"Rua Teodoro Sampaio, 1231 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596464676665263,-46.67023811868304,Alinhamento,Mensal,750.44,Renault Kwid,2021
4602,"Av. Paulista, 1831 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.58834631844219,-46.68977642997914,Alinhamento,Mensal,939.53,Renault Kwid,2023
4603,"Av. Brigadeiro Faria Lima, 1781 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.594066095099976,-46.68513465914297,Funilaria,Semestral,950.61,Hyundai HB20,2024
4604,"Rua Augusta, 593 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.593172140137007,-46.672026144553996,Motor,Anual,629.04,Volvo XC40,2023
4605,"Av. Sumaré, 1068 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.600377604262714,-46.674298466060115,Balanceamento,Anual,790.68,Hyundai HB20,2018
4606,"Rua Teodoro Sampaio, 1264 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.567920826647516,-46.67182533551973,Pintura,Anual,582.59,Ford Focus,2024
4607,"Av. Rebouças, 1803 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.604624370488256,-46.68381273208648,Funilaria,Mensal,974.35,Audi A3,2025
4608,"Av. Brigadeiro Faria Lima, 889 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.575629725706623,-46.66879188612398,Alinhamento,Mensal,594.24,Mercedes-Benz C180,2019
4609,"Rua Oscar Freire, 184 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.587887163594598,-46.666976146512965,Suspensão,Anual,776.69,Renault Kwid,2025
4610,"Av. Brigadeiro Faria Lima, 1662 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.5964621299368,-46.67348478566343,Freios,Trimestral,628.12,Audi A3,2020
4611,"Rua Oscar Freire, 657 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.584139312724652,-46.68872755362895,Motor,Trimestral,795.32,Fiat Argo,2023
4612,"Av. Ibirapuera, 1359 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59391815064644,-46.67445055475795,Freios,Mensal,555.73,Chevrolet Onix,2018
4613,"Av. Ibirapuera, 1141 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.599021880594716,-46.66720325846154,Suspensão,Mensal,655.07,Volvo XC40,2024
4614,"Av. Rebouças, 1342 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.593808389166792,-46.6653528221747,Balanceamento,Semestral,701.88,Audi A3,2019
4615,"Rua da Consolação, 118 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59077743152905,-46.694719281589705,Troca de Óleo,Mensal,514.02,Honda Civic,2018
4616,"Rua Oscar Freire, 705 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.597818008568808,-46.665044034224046,Alinhamento,Semestral,583.39,Audi A3,2022
4617,"Rua da Consolação, 1051 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.59524673239513,-46.676682113770546,Elétrica,Trimestral,900.0,Fiat Argo,2025
4618,"Av. Brigadeiro Faria Lima, 819 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.594250249316985,-46.68064807370076,Freios,Semestral,927.17,Hyundai HB20,2025
4619,"Av. Ibirapuera, 269 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.61361356807399,-46.66504213746764,Freios,Mensal,736.16,Hyundai HB20,2018
4620,"Av. Ibirapuera, 513 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.596205176845586,-46.65462187806658,Troca de Óleo,Trimestral,819.99,Land Rover Evoque,2019
4621,"Rua Teodoro Sampaio, 405 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.60012864225106,-46.68194478504349,Elétrica,Trimestral,782.96,Volkswagen Golf,2023
4622,"Rua Teodoro Sampaio, 653 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.587030867679005,-46.646815974266964,Balanceamento,Mensal,635.17,Land Rover Evoque,2024
4623,"Av. Santo Amaro, 1350 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.578843487067374,-46.65792396919409,Balanceamento,Semestral,807.25,Fiat Argo,2023
4624,"Av. Santo Amaro, 877 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.592609796055267,-46.65921498120891,Ar Condicionado,Semestral,568.36,Honda Civic,2020
4625,"Av. Paulista, 1196 - Vila Nova Conceição, São Paulo - SP",Vila Nova Conceição,-23.570822680323367,-46.67327256787018,Ar Condicionado,Semestral,619.82,Jeep Renegade,2025
